candidate_id,job_id,role,location,source,stage,stage_entered_at,diversity_flag
790,1010,Designer,Austin,Referral,Applied,2024-02-27,0
790,1010,Designer,Austin,Referral,Phone Screen,2024-02-28,1
790,1010,Designer,Austin,Referral,Hiring Manager,2024-03-04,1
791,1010,SWE II,New York,Career Site,Applied,2024-04-01,1
792,1010,Designer,New York,Campus,Applied,2024-02-11,0
793,1010,PM,Seattle,LinkedIn,Applied,2024-02-15,0
793,1010,PM,Seattle,LinkedIn,Phone Screen,2024-02-16,0
793,1010,PM,Seattle,LinkedIn,Hiring Manager,2024-02-25,1
794,1010,SWE II,Remote,Referral,Applied,2024-04-12,1
794,1010,SWE II,Remote,Referral,Phone Screen,2024-04-18,0
794,1010,SWE II,Remote,Referral,Hiring Manager,2024-04-24,1
794,1010,SWE II,Remote,Referral,Onsite,2024-04-21,1
795,1010,PM,Austin,LinkedIn,Applied,2024-03-31,0
796,1010,Data Analyst,Remote,Agency,Applied,2024-02-08,1
796,1010,Data Analyst,Remote,Agency,Phone Screen,2024-02-09,0
797,1010,SWE II,New York,LinkedIn,Applied,2024-05-07,0
797,1010,SWE II,New York,LinkedIn,Phone Screen,2024-05-13,1
798,1010,PM,Remote,Referral,Applied,2024-02-21,1
798,1010,PM,Remote,Referral,Phone Screen,2024-02-24,1
798,1010,PM,Remote,Referral,Hiring Manager,2024-02-25,0
798,1010,PM,Remote,Referral,Onsite,2024-03-13,1
799,1010,Data Analyst,Menlo Park,Campus,Applied,2024-04-07,0
799,1010,Data Analyst,Menlo Park,Campus,Phone Screen,2024-04-16,1
800,1010,SWE II,Seattle,Campus,Applied,2024-05-18,1
801,1010,Data Analyst,Austin,LinkedIn,Applied,2024-02-02,1
801,1010,Data Analyst,Austin,LinkedIn,Phone Screen,2024-02-08,0
802,1010,PM,Seattle,Agency,Applied,2024-04-24,1
803,1010,Data Analyst,New York,Referral,Applied,2024-04-01,1
804,1010,PM,Remote,Career Site,Applied,2024-04-03,0
804,1010,PM,Remote,Career Site,Phone Screen,2024-04-05,1
804,1010,PM,Remote,Career Site,Hiring Manager,2024-04-05,0
805,1010,PM,Menlo Park,Campus,Applied,2024-03-26,0
805,1010,PM,Menlo Park,Campus,Phone Screen,2024-03-31,0
805,1010,PM,Menlo Park,Campus,Hiring Manager,2024-04-11,1
805,1010,PM,Menlo Park,Campus,Onsite,2024-04-16,0
806,1010,SWE II,New York,LinkedIn,Applied,2024-04-30,0
806,1010,SWE II,New York,LinkedIn,Phone Screen,2024-05-06,0
807,1010,SWE II,Menlo Park,Campus,Applied,2024-03-04,0
807,1010,SWE II,Menlo Park,Campus,Phone Screen,2024-03-11,0
808,1010,SWE I,Austin,Campus,Applied,2024-02-01,0
808,1010,SWE I,Austin,Campus,Phone Screen,2024-02-08,1
809,1010,PM,New York,LinkedIn,Applied,2024-03-05,1
810,1011,SWE I,Seattle,Agency,Applied,2024-06-30,0
810,1011,SWE I,Seattle,Agency,Phone Screen,2024-07-05,1
810,1011,SWE I,Seattle,Agency,Hiring Manager,2024-07-14,1
810,1011,SWE I,Seattle,Agency,Onsite,2024-07-21,1
811,1011,SWE I,Austin,Campus,Applied,2024-06-26,0
811,1011,SWE I,Austin,Campus,Phone Screen,2024-07-01,1
812,1011,Data Analyst,Austin,Referral,Applied,2024-09-15,1
813,1011,Designer,Seattle,Campus,Applied,2024-09-08,0
814,1011,Data Analyst,Menlo Park,Career Site,Applied,2024-08-13,1
815,1011,SWE I,New York,Agency,Applied,2024-06-27,1
816,1011,Data Analyst,Seattle,Career Site,Applied,2024-05-27,0
816,1011,Data Analyst,Seattle,Career Site,Phone Screen,2024-06-01,1
817,1011,PM,Menlo Park,Career Site,Applied,2024-05-23,1
817,1011,PM,Menlo Park,Career Site,Phone Screen,2024-05-31,0
818,1011,Designer,New York,Campus,Applied,2024-09-03,1
818,1011,Designer,New York,Campus,Phone Screen,2024-09-04,1
819,1011,PM,New York,Agency,Applied,2024-05-20,1
820,1011,Designer,Austin,LinkedIn,Applied,2024-07-07,0
820,1011,Designer,Austin,LinkedIn,Phone Screen,2024-07-08,1
821,1011,SWE II,New York,LinkedIn,Applied,2024-07-13,1
821,1011,SWE II,New York,LinkedIn,Phone Screen,2024-07-16,1
821,1011,SWE II,New York,LinkedIn,Hiring Manager,2024-07-27,1
821,1011,SWE II,New York,LinkedIn,Onsite,2024-07-19,1
821,1011,SWE II,New York,LinkedIn,Offer,2024-08-06,1
821,1011,SWE II,New York,LinkedIn,Hired,2024-08-07,0
822,1011,Designer,New York,LinkedIn,Applied,2024-07-25,0
823,1011,Data Analyst,New York,LinkedIn,Applied,2024-07-27,1
824,1011,Data Analyst,Austin,Agency,Applied,2024-07-21,0
824,1011,Data Analyst,Austin,Agency,Phone Screen,2024-07-26,1
824,1011,Data Analyst,Austin,Agency,Hiring Manager,2024-07-23,1
824,1011,Data Analyst,Austin,Agency,Onsite,2024-08-02,1
824,1011,Data Analyst,Austin,Agency,Offer,2024-08-02,0
825,1011,SWE I,New York,LinkedIn,Applied,2024-07-31,1
825,1011,SWE I,New York,LinkedIn,Phone Screen,2024-08-08,1
825,1011,SWE I,New York,LinkedIn,Hiring Manager,2024-08-06,1
826,1011,SWE II,New York,Agency,Applied,2024-05-27,1
826,1011,SWE II,New York,Agency,Phone Screen,2024-05-30,1
826,1011,SWE II,New York,Agency,Hiring Manager,2024-05-31,0
826,1011,SWE II,New York,Agency,Onsite,2024-06-23,1
826,1011,SWE II,New York,Agency,Offer,2024-06-04,0
826,1011,SWE II,New York,Agency,Hired,2024-06-16,0
827,1011,PM,Menlo Park,Referral,Applied,2024-05-29,1
828,1011,SWE II,Menlo Park,Campus,Applied,2024-05-29,1
828,1011,SWE II,Menlo Park,Campus,Phone Screen,2024-06-06,1
828,1011,SWE II,Menlo Park,Campus,Hiring Manager,2024-06-06,1
828,1011,SWE II,Menlo Park,Campus,Onsite,2024-06-22,0
829,1011,SWE II,Austin,Campus,Applied,2024-07-12,1
830,1011,Designer,New York,Agency,Applied,2024-07-23,0
830,1011,Designer,New York,Agency,Phone Screen,2024-07-28,1
831,1011,SWE II,Austin,Campus,Applied,2024-06-03,0
832,1011,SWE I,Austin,Campus,Applied,2024-09-05,0
832,1011,SWE I,Austin,Campus,Phone Screen,2024-09-06,1
833,1011,PM,Menlo Park,Agency,Applied,2024-07-04,0
833,1011,PM,Menlo Park,Agency,Phone Screen,2024-07-11,1
833,1011,PM,Menlo Park,Agency,Hiring Manager,2024-07-06,1
834,1011,Designer,Menlo Park,Career Site,Applied,2024-08-07,1
835,1011,SWE I,Austin,Referral,Applied,2024-08-31,0
836,1011,SWE I,Austin,Campus,Applied,2024-06-06,1
836,1011,SWE I,Austin,Campus,Phone Screen,2024-06-10,0
836,1011,SWE I,Austin,Campus,Hiring Manager,2024-06-22,1
836,1011,SWE I,Austin,Campus,Onsite,2024-06-30,0
836,1011,SWE I,Austin,Campus,Offer,2024-06-26,0
837,1011,PM,Austin,LinkedIn,Applied,2024-07-08,0
837,1011,PM,Austin,LinkedIn,Phone Screen,2024-07-15,0
837,1011,PM,Austin,LinkedIn,Hiring Manager,2024-07-18,1
837,1011,PM,Austin,LinkedIn,Onsite,2024-07-14,1
837,1011,PM,Austin,LinkedIn,Offer,2024-07-28,0
838,1011,SWE I,Remote,Agency,Applied,2024-09-07,0
838,1011,SWE I,Remote,Agency,Phone Screen,2024-09-14,1
839,1011,SWE II,Remote,Career Site,Applied,2024-09-15,1
839,1011,SWE II,Remote,Career Site,Phone Screen,2024-09-24,1
839,1011,SWE II,Remote,Career Site,Hiring Manager,2024-09-29,1
840,1011,Data Analyst,New York,Career Site,Applied,2024-09-14,0
841,1011,SWE II,Austin,Career Site,Applied,2024-08-30,0
842,1011,SWE I,Austin,Agency,Applied,2024-06-08,1
842,1011,SWE I,Austin,Agency,Phone Screen,2024-06-09,1
843,1011,Designer,New York,Referral,Applied,2024-06-18,1
843,1011,Designer,New York,Referral,Phone Screen,2024-06-22,0
844,1011,PM,Menlo Park,LinkedIn,Applied,2024-06-29,0
845,1011,Data Analyst,Austin,Agency,Applied,2024-08-30,0
845,1011,Data Analyst,Austin,Agency,Phone Screen,2024-09-08,0
845,1011,Data Analyst,Austin,Agency,Hiring Manager,2024-09-05,0
846,1011,PM,Remote,Career Site,Applied,2024-07-30,1
846,1011,PM,Remote,Career Site,Phone Screen,2024-07-31,1
846,1011,PM,Remote,Career Site,Hiring Manager,2024-08-09,0
846,1011,PM,Remote,Career Site,Onsite,2024-08-11,0
847,1011,SWE II,Austin,Agency,Applied,2024-07-11,1
847,1011,SWE II,Austin,Agency,Phone Screen,2024-07-20,0
847,1011,SWE II,Austin,Agency,Hiring Manager,2024-07-19,1
847,1011,SWE II,Austin,Agency,Onsite,2024-08-04,0
848,1011,Designer,Menlo Park,LinkedIn,Applied,2024-09-14,0
848,1011,Designer,Menlo Park,LinkedIn,Phone Screen,2024-09-18,0
849,1011,Data Analyst,Austin,Referral,Applied,2024-07-14,1
849,1011,Data Analyst,Austin,Referral,Phone Screen,2024-07-17,1
850,1011,SWE I,New York,Agency,Applied,2024-07-10,1
851,1011,SWE I,Remote,Agency,Applied,2024-06-02,1
851,1011,SWE I,Remote,Agency,Phone Screen,2024-06-04,1
852,1011,Data Analyst,Remote,Referral,Applied,2024-08-16,1
852,1011,Data Analyst,Remote,Referral,Phone Screen,2024-08-23,1
853,1011,SWE I,Menlo Park,Referral,Applied,2024-06-07,0
853,1011,SWE I,Menlo Park,Referral,Phone Screen,2024-06-11,0
853,1011,SWE I,Menlo Park,Referral,Hiring Manager,2024-06-11,1
854,1011,SWE II,New York,Career Site,Applied,2024-07-25,0
855,1011,Designer,Menlo Park,Agency,Applied,2024-08-01,0
855,1011,Designer,Menlo Park,Agency,Phone Screen,2024-08-09,0
855,1011,Designer,Menlo Park,Agency,Hiring Manager,2024-08-09,1
856,1011,PM,Menlo Park,Career Site,Applied,2024-06-07,0
856,1011,PM,Menlo Park,Career Site,Phone Screen,2024-06-17,1
856,1011,PM,Menlo Park,Career Site,Hiring Manager,2024-06-17,1
857,1011,SWE II,Seattle,Referral,Applied,2024-08-04,0
858,1011,Data Analyst,Austin,Career Site,Applied,2024-08-02,1
858,1011,Data Analyst,Austin,Career Site,Phone Screen,2024-08-07,0
858,1011,Data Analyst,Austin,Career Site,Hiring Manager,2024-08-16,1
859,1011,SWE I,New York,Referral,Applied,2024-06-27,0
860,1011,SWE II,Menlo Park,Agency,Applied,2024-09-07,0
861,1011,PM,Remote,Campus,Applied,2024-08-24,1
861,1011,PM,Remote,Campus,Phone Screen,2024-08-30,0
862,1011,Data Analyst,Menlo Park,Referral,Applied,2024-08-26,0
863,1011,Data Analyst,New York,Agency,Applied,2024-09-16,0
863,1011,Data Analyst,New York,Agency,Phone Screen,2024-09-17,1
864,1011,Data Analyst,Seattle,Agency,Applied,2024-06-06,1
864,1011,Data Analyst,Seattle,Agency,Phone Screen,2024-06-15,1
865,1011,Data Analyst,Remote,Campus,Applied,2024-09-07,0
865,1011,Data Analyst,Remote,Campus,Phone Screen,2024-09-17,1
866,1011,SWE I,New York,LinkedIn,Applied,2024-09-01,1
867,1011,SWE II,New York,Referral,Applied,2024-07-21,1
867,1011,SWE II,New York,Referral,Phone Screen,2024-07-26,1
868,1011,Data Analyst,Austin,Agency,Applied,2024-09-01,1
868,1011,Data Analyst,Austin,Agency,Phone Screen,2024-09-07,1
869,1011,Data Analyst,Menlo Park,LinkedIn,Applied,2024-08-31,0
869,1011,Data Analyst,Menlo Park,LinkedIn,Phone Screen,2024-09-04,1
869,1011,Data Analyst,Menlo Park,LinkedIn,Hiring Manager,2024-09-08,0
870,1011,PM,Seattle,Career Site,Applied,2024-08-26,0
870,1011,PM,Seattle,Career Site,Phone Screen,2024-08-29,1
870,1011,PM,Seattle,Career Site,Hiring Manager,2024-09-05,0
870,1011,PM,Seattle,Career Site,Onsite,2024-08-29,1
870,1011,PM,Seattle,Career Site,Offer,2024-09-23,1
871,1011,Designer,New York,Agency,Applied,2024-07-04,1
871,1011,Designer,New York,Agency,Phone Screen,2024-07-12,0
872,1011,Data Analyst,Menlo Park,Career Site,Applied,2024-05-22,1
872,1011,Data Analyst,Menlo Park,Career Site,Phone Screen,2024-05-28,1
872,1011,Data Analyst,Menlo Park,Career Site,Hiring Manager,2024-05-26,0
872,1011,Data Analyst,Menlo Park,Career Site,Onsite,2024-05-25,1
873,1011,Data Analyst,Menlo Park,Campus,Applied,2024-06-29,1
874,1011,Data Analyst,Menlo Park,LinkedIn,Applied,2024-06-07,1
874,1011,Data Analyst,Menlo Park,LinkedIn,Phone Screen,2024-06-12,1
875,1011,Designer,Austin,Campus,Applied,2024-06-28,0
875,1011,Designer,Austin,Campus,Phone Screen,2024-07-08,1
875,1011,Designer,Austin,Campus,Hiring Manager,2024-07-12,1
876,1011,SWE I,Remote,LinkedIn,Applied,2024-07-02,1
877,1011,SWE II,Menlo Park,Agency,Applied,2024-09-02,0
877,1011,SWE II,Menlo Park,Agency,Phone Screen,2024-09-09,0
877,1011,SWE II,Menlo Park,Agency,Hiring Manager,2024-09-14,0
877,1011,SWE II,Menlo Park,Agency,Onsite,2024-09-14,1
878,1011,PM,Menlo Park,Career Site,Applied,2024-08-16,1
879,1011,Designer,Remote,Campus,Applied,2024-09-14,1
880,1011,Designer,Seattle,Referral,Applied,2024-09-10,0
880,1011,Designer,Seattle,Referral,Phone Screen,2024-09-20,0
881,1011,Designer,Seattle,Career Site,Applied,2024-07-26,1
881,1011,Designer,Seattle,Career Site,Phone Screen,2024-07-28,1
882,1011,SWE II,Remote,LinkedIn,Applied,2024-08-23,0
882,1011,SWE II,Remote,LinkedIn,Phone Screen,2024-08-28,0
882,1011,SWE II,Remote,LinkedIn,Hiring Manager,2024-08-27,1
882,1011,SWE II,Remote,LinkedIn,Onsite,2024-09-10,1
882,1011,SWE II,Remote,LinkedIn,Offer,2024-08-27,0
882,1011,SWE II,Remote,LinkedIn,Hired,2024-10-07,1
883,1011,Data Analyst,Seattle,Agency,Applied,2024-07-09,1
883,1011,Data Analyst,Seattle,Agency,Phone Screen,2024-07-16,1
883,1011,Data Analyst,Seattle,Agency,Hiring Manager,2024-07-25,0
884,1011,SWE I,Austin,Referral,Applied,2024-09-04,1
884,1011,SWE I,Austin,Referral,Phone Screen,2024-09-11,0
884,1011,SWE I,Austin,Referral,Hiring Manager,2024-09-10,1
885,1011,SWE I,New York,Agency,Applied,2024-06-13,1
885,1011,SWE I,New York,Agency,Phone Screen,2024-06-22,0
885,1011,SWE I,New York,Agency,Hiring Manager,2024-06-21,0
885,1011,SWE I,New York,Agency,Onsite,2024-07-01,1
885,1011,SWE I,New York,Agency,Offer,2024-06-29,1
886,1012,Data Analyst,Seattle,LinkedIn,Applied,2024-03-25,1
886,1012,Data Analyst,Seattle,LinkedIn,Phone Screen,2024-03-29,1
887,1012,Designer,Menlo Park,Referral,Applied,2024-05-17,0
887,1012,Designer,Menlo Park,Referral,Phone Screen,2024-05-21,0
887,1012,Designer,Menlo Park,Referral,Hiring Manager,2024-05-19,0
888,1012,Designer,Remote,Career Site,Applied,2024-04-05,1
888,1012,Designer,Remote,Career Site,Phone Screen,2024-04-07,1
888,1012,Designer,Remote,Career Site,Hiring Manager,2024-04-21,0
889,1012,SWE I,New York,Referral,Applied,2024-04-18,0
890,1012,SWE II,Menlo Park,LinkedIn,Applied,2024-03-04,0
890,1012,SWE II,Menlo Park,LinkedIn,Phone Screen,2024-03-10,0
891,1012,Designer,Austin,Agency,Applied,2024-04-15,1
891,1012,Designer,Austin,Agency,Phone Screen,2024-04-16,1
891,1012,Designer,Austin,Agency,Hiring Manager,2024-04-29,0
892,1012,SWE I,New York,Referral,Applied,2024-04-09,1
893,1012,PM,Austin,Referral,Applied,2024-02-20,0
893,1012,PM,Austin,Referral,Phone Screen,2024-02-23,0
894,1012,SWE I,New York,Career Site,Applied,2024-03-06,1
894,1012,SWE I,New York,Career Site,Phone Screen,2024-03-13,1
895,1012,PM,New York,Referral,Applied,2024-06-06,1
895,1012,PM,New York,Referral,Phone Screen,2024-06-07,1
895,1012,PM,New York,Referral,Hiring Manager,2024-06-14,1
896,1012,Data Analyst,Seattle,Campus,Applied,2024-03-05,0
896,1012,Data Analyst,Seattle,Campus,Phone Screen,2024-03-08,0
896,1012,Data Analyst,Seattle,Campus,Hiring Manager,2024-03-09,0
896,1012,Data Analyst,Seattle,Campus,Onsite,2024-03-23,1
897,1012,SWE I,Menlo Park,Referral,Applied,2024-02-21,0
897,1012,SWE I,Menlo Park,Referral,Phone Screen,2024-02-23,0
898,1012,SWE II,Seattle,Campus,Applied,2024-03-03,0
898,1012,SWE II,Seattle,Campus,Phone Screen,2024-03-08,0
898,1012,SWE II,Seattle,Campus,Hiring Manager,2024-03-09,1
898,1012,SWE II,Seattle,Campus,Onsite,2024-03-18,1
899,1012,PM,Remote,Campus,Applied,2024-04-04,1
900,1012,Designer,Seattle,Campus,Applied,2024-02-23,1
900,1012,Designer,Seattle,Campus,Phone Screen,2024-03-04,0
900,1012,Designer,Seattle,Campus,Hiring Manager,2024-03-06,1
900,1012,Designer,Seattle,Campus,Onsite,2024-02-26,0
901,1012,PM,Menlo Park,Campus,Applied,2024-03-05,0
902,1012,SWE I,Austin,Career Site,Applied,2024-05-14,0
902,1012,SWE I,Austin,Career Site,Phone Screen,2024-05-15,1
903,1012,Designer,Austin,Agency,Applied,2024-03-22,1
903,1012,Designer,Austin,Agency,Phone Screen,2024-03-28,0
903,1012,Designer,Austin,Agency,Hiring Manager,2024-04-07,1
904,1012,Data Analyst,Austin,Referral,Applied,2024-06-17,0
905,1012,SWE II,Menlo Park,Agency,Applied,2024-06-07,1
905,1012,SWE II,Menlo Park,Agency,Phone Screen,2024-06-16,0
906,1012,Designer,Remote,Referral,Applied,2024-04-29,1
907,1012,SWE II,New York,Career Site,Applied,2024-03-15,1
908,1012,PM,Austin,Campus,Applied,2024-04-30,1
909,1012,PM,New York,Referral,Applied,2024-05-18,1
909,1012,PM,New York,Referral,Phone Screen,2024-05-24,0
910,1012,Data Analyst,Remote,LinkedIn,Applied,2024-04-06,1
910,1012,Data Analyst,Remote,LinkedIn,Phone Screen,2024-04-16,0
911,1012,SWE II,New York,LinkedIn,Applied,2024-06-14,1
911,1012,SWE II,New York,LinkedIn,Phone Screen,2024-06-17,1
911,1012,SWE II,New York,LinkedIn,Hiring Manager,2024-06-22,0
911,1012,SWE II,New York,LinkedIn,Onsite,2024-07-08,1
912,1012,SWE II,Seattle,Agency,Applied,2024-04-09,0
912,1012,SWE II,Seattle,Agency,Phone Screen,2024-04-19,1
913,1012,Data Analyst,Remote,Agency,Applied,2024-05-27,0
913,1012,Data Analyst,Remote,Agency,Phone Screen,2024-05-30,1
914,1012,SWE II,New York,Career Site,Applied,2024-04-06,1
914,1012,SWE II,New York,Career Site,Phone Screen,2024-04-10,1
914,1012,SWE II,New York,Career Site,Hiring Manager,2024-04-22,0
914,1012,SWE II,New York,Career Site,Onsite,2024-04-30,1
915,1012,SWE I,Menlo Park,LinkedIn,Applied,2024-02-20,0
916,1012,SWE I,Austin,Referral,Applied,2024-06-12,1
916,1012,SWE I,Austin,Referral,Phone Screen,2024-06-16,1
916,1012,SWE I,Austin,Referral,Hiring Manager,2024-06-24,1
916,1012,SWE I,Austin,Referral,Onsite,2024-07-12,1
917,1012,SWE II,New York,LinkedIn,Applied,2024-06-18,0
918,1012,SWE I,Menlo Park,Referral,Applied,2024-06-10,0
919,1012,Data Analyst,Menlo Park,Campus,Applied,2024-04-09,1
919,1012,Data Analyst,Menlo Park,Campus,Phone Screen,2024-04-12,0
920,1012,Data Analyst,Seattle,Agency,Applied,2024-04-29,0
921,1012,SWE I,Menlo Park,Career Site,Applied,2024-05-23,1
922,1012,Designer,Seattle,Campus,Applied,2024-03-30,1
922,1012,Designer,Seattle,Campus,Phone Screen,2024-04-02,1
923,1012,SWE I,Austin,Agency,Applied,2024-05-11,1
924,1012,Data Analyst,Remote,Referral,Applied,2024-02-29,1
925,1012,SWE I,Seattle,LinkedIn,Applied,2024-04-07,0
926,1012,Data Analyst,Austin,Career Site,Applied,2024-03-26,0
926,1012,Data Analyst,Austin,Career Site,Phone Screen,2024-04-04,0
926,1012,Data Analyst,Austin,Career Site,Hiring Manager,2024-03-30,1
927,1012,SWE II,Menlo Park,Campus,Applied,2024-02-22,0
928,1012,SWE II,New York,Referral,Applied,2024-04-29,1
928,1012,SWE II,New York,Referral,Phone Screen,2024-05-08,0
928,1012,SWE II,New York,Referral,Hiring Manager,2024-05-13,1
928,1012,SWE II,New York,Referral,Onsite,2024-05-23,1
929,1012,SWE II,Seattle,Career Site,Applied,2024-04-22,0
929,1012,SWE II,Seattle,Career Site,Phone Screen,2024-04-26,0
929,1012,SWE II,Seattle,Career Site,Hiring Manager,2024-04-30,1
930,1012,Designer,New York,LinkedIn,Applied,2024-04-05,1
930,1012,Designer,New York,LinkedIn,Phone Screen,2024-04-15,1
931,1012,SWE I,Austin,Referral,Applied,2024-02-26,0
932,1012,PM,Austin,Agency,Applied,2024-03-20,0
932,1012,PM,Austin,Agency,Phone Screen,2024-03-30,0
933,1012,Designer,New York,Referral,Applied,2024-04-30,1
934,1012,PM,New York,Career Site,Applied,2024-03-07,1
935,1012,Designer,New York,LinkedIn,Applied,2024-05-13,0
935,1012,Designer,New York,LinkedIn,Phone Screen,2024-05-21,1
936,1012,SWE II,Austin,LinkedIn,Applied,2024-05-25,0
936,1012,SWE II,Austin,LinkedIn,Phone Screen,2024-05-28,0
936,1012,SWE II,Austin,LinkedIn,Hiring Manager,2024-05-31,1
936,1012,SWE II,Austin,LinkedIn,Onsite,2024-05-28,1
937,1012,SWE I,New York,Career Site,Applied,2024-06-18,1
937,1012,SWE I,New York,Career Site,Phone Screen,2024-06-24,1
937,1012,SWE I,New York,Career Site,Hiring Manager,2024-06-22,1
937,1012,SWE I,New York,Career Site,Onsite,2024-07-06,1
938,1012,Data Analyst,Remote,Career Site,Applied,2024-03-21,0
938,1012,Data Analyst,Remote,Career Site,Phone Screen,2024-03-30,0
938,1012,Data Analyst,Remote,Career Site,Hiring Manager,2024-03-27,1
939,1012,Designer,Menlo Park,Referral,Applied,2024-04-03,0
940,1012,SWE II,Austin,Referral,Applied,2024-04-22,0
940,1012,SWE II,Austin,Referral,Phone Screen,2024-04-29,1
941,1012,Designer,Seattle,Campus,Applied,2024-03-24,0
941,1012,Designer,Seattle,Campus,Phone Screen,2024-03-29,1
941,1012,Designer,Seattle,Campus,Hiring Manager,2024-03-26,0
941,1012,Designer,Seattle,Campus,Onsite,2024-04-14,0
942,1012,PM,Remote,Referral,Applied,2024-06-03,0
943,1012,PM,New York,LinkedIn,Applied,2024-04-08,0
943,1012,PM,New York,LinkedIn,Phone Screen,2024-04-18,1
944,1012,Designer,Austin,Career Site,Applied,2024-04-06,0
944,1012,Designer,Austin,Career Site,Phone Screen,2024-04-08,1
944,1012,Designer,Austin,Career Site,Hiring Manager,2024-04-18,1
944,1012,Designer,Austin,Career Site,Onsite,2024-04-21,1
945,1012,SWE II,Austin,LinkedIn,Applied,2024-03-24,0
945,1012,SWE II,Austin,LinkedIn,Phone Screen,2024-04-01,1
945,1012,SWE II,Austin,LinkedIn,Hiring Manager,2024-03-30,1
945,1012,SWE II,Austin,LinkedIn,Onsite,2024-03-30,0
945,1012,SWE II,Austin,LinkedIn,Offer,2024-04-01,1
946,1012,Designer,Menlo Park,Career Site,Applied,2024-03-20,0
946,1012,Designer,Menlo Park,Career Site,Phone Screen,2024-03-23,0
946,1012,Designer,Menlo Park,Career Site,Hiring Manager,2024-03-26,1
946,1012,Designer,Menlo Park,Career Site,Onsite,2024-04-19,0
947,1013,Data Analyst,New York,Campus,Applied,2024-06-08,0
947,1013,Data Analyst,New York,Campus,Phone Screen,2024-06-16,0
948,1013,Data Analyst,Seattle,Campus,Applied,2024-08-19,0
948,1013,Data Analyst,Seattle,Campus,Phone Screen,2024-08-25,1
948,1013,Data Analyst,Seattle,Campus,Hiring Manager,2024-08-29,1
948,1013,Data Analyst,Seattle,Campus,Onsite,2024-08-25,0
949,1013,Designer,Remote,Career Site,Applied,2024-07-29,0
949,1013,Designer,Remote,Career Site,Phone Screen,2024-08-06,1
950,1013,SWE II,Seattle,Agency,Applied,2024-05-14,0
950,1013,SWE II,Seattle,Agency,Phone Screen,2024-05-22,1
950,1013,SWE II,Seattle,Agency,Hiring Manager,2024-05-26,0
951,1013,Data Analyst,Austin,Career Site,Applied,2024-05-27,1
951,1013,Data Analyst,Austin,Career Site,Phone Screen,2024-05-28,1
952,1013,Designer,New York,Referral,Applied,2024-06-21,1
952,1013,Designer,New York,Referral,Phone Screen,2024-06-25,1
953,1013,Designer,New York,Referral,Applied,2024-06-19,0
953,1013,Designer,New York,Referral,Phone Screen,2024-06-28,1
953,1013,Designer,New York,Referral,Hiring Manager,2024-06-29,1
953,1013,Designer,New York,Referral,Onsite,2024-07-13,1
954,1013,SWE I,Menlo Park,Career Site,Applied,2024-07-23,0
954,1013,SWE I,Menlo Park,Career Site,Phone Screen,2024-07-31,1
955,1013,SWE I,Remote,Agency,Applied,2024-06-18,1
955,1013,SWE I,Remote,Agency,Phone Screen,2024-06-27,1
956,1013,SWE I,Austin,Campus,Applied,2024-05-13,1
957,1013,Data Analyst,Remote,LinkedIn,Applied,2024-05-22,1
957,1013,Data Analyst,Remote,LinkedIn,Phone Screen,2024-05-28,1
957,1013,Data Analyst,Remote,LinkedIn,Hiring Manager,2024-06-09,1
958,1013,Designer,Seattle,Referral,Applied,2024-08-03,0
958,1013,Designer,Seattle,Referral,Phone Screen,2024-08-08,0
958,1013,Designer,Seattle,Referral,Hiring Manager,2024-08-07,1
959,1013,Data Analyst,Seattle,Agency,Applied,2024-06-19,1
959,1013,Data Analyst,Seattle,Agency,Phone Screen,2024-06-28,1
960,1013,PM,Seattle,LinkedIn,Applied,2024-06-06,0
961,1013,Data Analyst,New York,Referral,Applied,2024-08-17,0
961,1013,Data Analyst,New York,Referral,Phone Screen,2024-08-23,1
961,1013,Data Analyst,New York,Referral,Hiring Manager,2024-09-02,0
961,1013,Data Analyst,New York,Referral,Onsite,2024-09-10,1
961,1013,Data Analyst,New York,Referral,Offer,2024-09-14,1
962,1013,Data Analyst,Remote,Career Site,Applied,2024-06-16,1
962,1013,Data Analyst,Remote,Career Site,Phone Screen,2024-06-20,1
962,1013,Data Analyst,Remote,Career Site,Hiring Manager,2024-07-06,0
963,1013,Data Analyst,New York,Career Site,Applied,2024-09-05,0
963,1013,Data Analyst,New York,Career Site,Phone Screen,2024-09-10,0
964,1013,SWE II,Austin,LinkedIn,Applied,2024-07-27,0
964,1013,SWE II,Austin,LinkedIn,Phone Screen,2024-08-05,1
964,1013,SWE II,Austin,LinkedIn,Hiring Manager,2024-08-12,1
964,1013,SWE II,Austin,LinkedIn,Onsite,2024-08-11,0
965,1013,PM,Menlo Park,Career Site,Applied,2024-08-21,1
965,1013,PM,Menlo Park,Career Site,Phone Screen,2024-08-23,1
966,1013,PM,Menlo Park,LinkedIn,Applied,2024-06-21,1
966,1013,PM,Menlo Park,LinkedIn,Phone Screen,2024-06-30,0
967,1013,SWE I,Austin,Campus,Applied,2024-09-04,0
968,1013,SWE I,New York,Career Site,Applied,2024-08-18,0
969,1013,PM,New York,Career Site,Applied,2024-06-26,1
970,1013,Designer,Menlo Park,Career Site,Applied,2024-05-29,0
970,1013,Designer,Menlo Park,Career Site,Phone Screen,2024-06-07,1
970,1013,Designer,Menlo Park,Career Site,Hiring Manager,2024-06-18,1
971,1013,PM,Remote,LinkedIn,Applied,2024-07-13,0
